Lat,Long,Confirmed,Deaths,Recovered,cluster
6.4280550000000005,-9.429499,124,12,25,2
18.2206,-63.0686,3,0,0,2
7.54,-5.5471,2231,29,1083,2
49.3723,-2.3644,571,47,512,2
29.1832,120.0934,1269,1,1267,2
5.152149,46.199616,3196,93,1543,2
40.1824,116.4142,905,9,585,2
38.9637,35.2433,670,9,0,2
44.0935,113.9448,198,1,121,2
46.8625,103.8467,12,0,0,2
53.7609,-98.8139,289,7,0,2
-37.8136,144.9631,1687,19,1602,2
9.9456,-9.6966,4841,26,3467,2
16.5388,-23.0418,792,7,377,2
44.682,-63.7443,1067,63,0,2
43.9159,17.6791,25,0,0,2
12.1165,-61.679,22,0,14,2
-6.314993,143.95555,0,0,0,2
47.5162,14.5501,18165,705,16607,2
26.820553000000004,30.802498,0,0,0,2
51.9194,19.1451,10892,494,1944,2
-33.8688,151.2093,4,0,4,2
-20.904305,165.618042,18,0,1,2
-27.4698,153.0251,1058,7,1045,2
17.570692,-3.996166000000001,0,0,0,2
18.0708,-63.0501,32,2,11,2
12.1165,-61.679,23,0,22,2
51.165691,10.451526,77872,920,18700,2
11.8251,42.5903,4704,55,4550,2
6.4280550000000005,-9.429499,199,20,79,2
15.552727,48.516388,0,0,0,2
35.1264,33.4299,465,9,45,2
37.8957,114.9042,1271,19,0,2
-19.015438,29.154857,734,9,197,2
8.538,-80.7821,36,1,0,2
1.373333,32.290275,53,0,0,2
10.6918,-61.2225,116,8,107,2
3.2028,73.2207,0,0,0,2
26.3351,17.228331,2827,64,577,2
24.974,101.487,184,2,176,2
41.1533,20.1683,916,31,705,2
-0.8037,11.6094,1502,12,318,2
43.7333,7.4167,116,4,104,2
15.2,-86.2419,18082,479,1875,2
15.870032,100.992541,3135,58,2993,2
22.1667,113.55,37,0,10,2
12.1165,-61.679,22,0,17,2
15.552727,48.516388,967,257,350,2
56.8796,24.6032,930,18,464,2
53.7267,-127.6476,1174,31,0,2
-6.369028,34.888822,0,0,0,2
15.552727,48.516388,0,0,0,2
8.6195,0.8248,76,3,29,2
-6.314993,143.95555,0,0,0,2
1.6508,10.2679,9,0,0,2
56.8796,24.6032,0,0,0,2
54.2361,-4.5481,0,0,0,2
-4.0383,21.7587,2,0,0,2
12.5211,-69.9683,106,3,99,2
64.9631,-19.0208,1135,2,198,2
39.3054,117.323,95,1,8,2
12.9843,-61.2872,29,0,29,2
7.54,-5.5471,384,3,48,2
35.7452,95.9956,18,0,18,2
27.5142,90.4336,2,0,0,2
3.2028,73.2207,0,0,0,2
9.9456,-9.6966,4,0,0,2
41.6086,21.7453,0,0,0,2
21.9162,95.956,290,6,200,2
71.7069,-42.6043,11,0,11,2
34.802075,38.99681500000001,0,0,0,2
11.55,104.9167,1,0,1,2
15.4542,18.7322,0,0,0,2
37.2692,106.1655,45,0,15,2
31.7917,-7.0926,16726,264,14360,2
32.3078,-64.7505,152,9,137,2
35.90775700000001,127.766922,8086,72,510,2
-0.8037,11.6094,57,1,1,2
43.7333,7.4167,0,0,0,2
33.8547,35.8623,1119,26,688,2
18.0425,-63.0548,6,0,0,2
41.6086,21.7453,7244,351,3324,2
31.9522,35.2332,313,2,69,2
51.165691,10.451526,161539,6467,120400,1
32.9711,119.455,654,0,654,2
17.0608,-61.7964,0,0,0,2
18.4207,-64.64,0,0,0,2
39.0742,21.8243,4007,194,1374,2
1.373333,32.290275,0,0,0,2
-34.9285,138.6007,446,4,441,2
47.1625,19.5033,1410,99,118,2
35.7518,104.2861,139,2,137,2
-42.8821,147.3272,228,13,215,2
13.9094,-60.9789,19,0,18,2
44.0935,113.9448,238,1,236,2
41.2956,122.6085,157,2,150,2
35.1917,108.8701,256,3,251,2
42.5063,1.5218,0,0,0,2
42.3154,43.3569,1018,15,895,2
32.427908,53.68804599999999,66220,4110,32309,2
14.4974,-14.4524,0,0,0,2
19.1959,109.7453,171,6,162,2
44.682,-63.7443,1061,63,0,2
-34.9285,138.6007,9,0,2,2
28.0339,1.6596,6067,515,2998,2
23.8298,108.7881,254,2,252,2
12.1165,-61.679,0,0,0,2
35.90775700000001,127.766922,13771,296,12572,2
46.1512,14.9955,934,20,70,2
46.8625,103.8467,5,0,0,2
37.5777,112.2922,9,0,0,2
36.1408,-5.3536,154,0,147,2
40.1431,47.5769,165,3,15,2
45.9432,24.9668,23080,1473,16308,2
-14.235,-51.9253,2012151,76688,1397531,0
52.9399,-73.5491,58243,5663,0,2
17.1899,-88.4976,0,0,0,2
-6.369028,34.888822,12,0,0,2
23.685,90.3563,105535,1388,42945,2
32.3078,-64.7505,0,0,0,2
17.570692,-3.996166000000001,0,0,0,2
15.870032,100.992541,35,0,17,2
47.14,9.55,86,1,81,2
-4.0383,21.7587,0,0,0,2
18.1096,-77.2975,471,9,38,2
27.6104,111.7088,1018,4,1014,2
-16.2902,-63.5887,1802,86,187,2
13.9094,-60.9789,19,0,19,2
-4.6796,55.492,11,0,0,2
39.3999,-8.2245,46512,1660,30907,2
26.3351,17.228331,2314,56,501,2
7.54,-5.5471,6,0,1,2
-20.348404,57.552152,341,10,326,2
46.8852,-56.3159,0,0,0,2
18.2206,-63.0686,3,0,3,2
11.55,104.9167,156,0,133,2
16.265,-61.551,0,0,0,2
-6.314993,143.95555,1,0,0,2
15.415,-61.371,18,0,18,2
33.8547,35.8623,1622,32,1098,2
23.8298,108.7881,254,2,252,2
40.1824,116.4142,435,8,334,2
60.472,8.4689,8660,242,8138,2
23.424076,53.847818,5,0,0,2
31.9522,35.2332,375,2,310,2
23.885942,45.079162,46869,283,19051,2
-11.6455,43.3333,317,7,296,2
13.4432,-15.3101,9,1,2,2
18.0425,-63.0548,0,0,0,2
-16.2902,-63.5887,139,10,1,2
22.3,114.2,21,1,0,2
53.7267,-127.6476,2709,168,0,2
12.865416,-85.207229,16,5,7,2
24.2155,-12.8858,0,0,0,2
49.3723,-2.3644,108,2,0,2
28.0339,1.6596,986,86,61,2
53.1424,-7.6921,25303,1706,22698,2
1.2833,103.8333,40197,26,28808,2
64.8255,-124.8457,5,0,0,2
29.1832,120.0934,1268,1,1267,2
-29.61,28.2336,0,0,0,2
42.602636,20.902977,1142,30,871,2
39.3999,-8.2245,0,0,0,2
60.128161,18.643501,18640,2194,0,2
-34.9285,138.6007,7,0,2,2
41.9029,12.4534,0,0,0,2
31.046051,34.851612,304,0,11,2
18.7357,-70.1627,9882,385,2584,2
61.8926,-6.9118,187,0,187,2
23.424076,53.847818,15738,157,3359,2
51.9194,19.1451,0,0,0,2
1.373333,32.290275,1115,2,982,2
28.0339,1.6596,2160,336,708,2
47.1625,19.5033,226,10,21,2
6.4238,-66.5897,0,0,0,2
35.1264,33.4299,0,0,0,2
23.424076,53.847818,53577,328,43570,2
8.460555000000001,-11.779889,178,9,37,2
51.9194,19.1451,12640,624,3025,2
21.9162,95.956,0,0,0,2
17.357822,-62.782998,0,0,0,2
47.4116,28.3699,0,0,0,2
11.55,104.9167,122,0,91,2
52.9399,-73.5491,219,4,0,2
-4.6796,55.492,0,0,0,2
8.538,-80.7821,43257,863,21426,2
1.2833,103.8333,58,0,15,2
-4.6796,55.492,0,0,0,2
47.14,9.55,84,1,82,2
30.3753,69.3451,52437,1101,16653,2
40.0691,45.0382,78,0,1,2
35.1917,108.8701,286,3,253,2
42.708678000000006,19.37439,841,14,315,2
42.5063,1.5218,164,1,1,2
-34.9285,138.6007,440,4,436,2
39.549,116.1306,326,6,0,2
-4.6796,55.492,11,0,6,2
24.2155,-12.8858,4,0,0,2
36.1408,-5.3536,149,0,145,2
18.9712,-72.2852,6727,139,2924,2
39.0742,21.8243,3672,193,1374,2
27.6104,111.7088,1019,4,1015,2
24.974,101.487,185,2,182,2
18.7357,-70.1627,37425,794,18943,2
49.8175,15.473,189,0,0,2
-35.6751,-71.543,0,0,0,2
3.9339,-53.1258,5704,23,2785,2
58.5953,25.0136,2,0,0,2
-0.228,15.8277,0,0,0,2
42.602636,20.902977,0,0,0,2
46.1512,14.9955,1124,43,128,2
-17.6797,149.4068,60,0,60,2
23.424076,53.847818,12481,105,2429,2
5.152149,46.199616,3171,93,1499,2
40.0,-100.0,1375152,83483,230287,3
41.2956,122.6085,149,2,147,2
18.0425,-63.0548,77,15,62,2
53.9333,-116.5765,0,0,0,2
49.3723,-2.3644,0,0,0,2
9.9456,-9.6966,6544,39,5511,2
12.9843,-61.2872,1,0,0,2
14.4974,-14.4524,3348,39,1686,2
21.521757,-77.78116700000002,4,0,0,2
-4.6796,55.492,11,0,0,2
12.865416,-85.207229,13,3,7,2
14.058324,108.277199,249,0,123,2
25.3548,51.1839,103598,147,99743,2
-1.9403,29.8739,110,0,7,2
18.9712,-72.2852,0,0,0,2
46.2276,2.2137,5,0,0,2
64.8255,-124.8457,0,0,0,2
-13.133897,27.849332,0,0,0,2
52.9399,-106.4509,684,13,0,2
7.873054,80.77179699999998,1620,10,781,2
53.7098,27.9534,0,0,0,2
51.9194,19.1451,20931,993,8977,2
16.5388,-23.0418,1623,19,748,2
41.6086,21.7453,1674,92,1205,2
7.54,-5.5471,2951,33,1467,2
37.5777,112.2922,136,0,133,2
6.4238,-66.5897,311,10,126,2
35.1264,33.4299,46,0,0,2
37.5777,112.2922,133,0,132,2
15.870032,100.992541,3282,58,3109,2
-18.665695,35.529562,119,0,0,2
7.873054,80.77179699999998,1319,10,712,2
9.145,40.4897,0,0,0,2
40.463667,-3.74922,39885,2808,3794,2
34.802075,38.99681500000001,0,0,0,2
33.886917,9.537499,707,31,43,2
27.5142,90.4336,0,0,0,2
45.1,15.2,0,0,0,2
26.0275,50.55,210,0,44,2
41.2956,122.6085,17,0,0,2
33.8547,35.8623,248,4,8,2
35.9375,14.3754,64,0,2,2
41.20438,74.766098,24606,900,10704,2
41.1129,85.2401,4,0,0,2
21.0079,-10.9408,588,23,27,2
27.6104,111.7088,1019,4,1014,2
39.549,116.1306,328,6,0,2
43.9424,12.4578,698,42,656,2
-51.7963,-59.5236,13,0,13,2
56.8796,24.6032,858,15,348,2
40.1431,47.5769,0,0,0,2
24.2155,-12.8858,0,0,0,2
53.7609,-98.8139,290,7,0,2
17.1899,-88.4976,18,2,16,2
4.5353,114.7277,126,1,34,2
41.6086,21.7453,1231,55,224,2
50.8333,4.469936,267,0,1,2
49.3723,-2.3644,581,47,512,2
-20.904305,165.618042,22,0,22,2
40.463667,-3.74922,252513,28396,150376,1
35.7518,104.2861,129,2,89,2
-6.314993,143.95555,0,0,0,2
16.5388,-23.0418,267,2,58,2
51.9194,19.1451,0,0,0,2
12.865416,-85.207229,7,1,0,2
39.549,116.1306,346,6,0,2
3.9339,-53.1258,125,1,93,2
40.463667,-3.74922,237906,27119,150376,1
-38.4161,-63.6167,49851,1116,13816,2
18.1096,-77.2975,615,10,420,2
21.9162,95.956,0,0,0,2
-27.4698,153.0251,1071,6,1058,2
13.7942,-88.8965,1571,31,537,2
8.460555000000001,-11.779889,946,48,600,2
-17.6797,149.4068,62,0,60,2
12.865416,-85.207229,3439,108,2492,2
12.1696,-68.99,0,0,0,2
9.082,8.6753,135,2,8,2
43.9159,17.6791,6981,226,3179,2
23.3417,113.4244,1400,8,1325,2
64.9631,-19.0208,1817,10,1799,2
41.20438,74.766098,1468,16,1015,2
7.54,-5.5471,0,0,0,2
6.4238,-66.5897,0,0,0,2
35.7518,104.2861,133,2,91,2
-18.665695,35.529562,164,0,0,2
64.9631,-19.0208,1801,10,1773,2
6.6111,20.9394,2410,14,396,2
38.9637,35.2433,162120,4489,125963,1
16.265,-61.551,174,14,157,2
-12.8275,45.166244,171,2,22,2
16.742498,-62.187366,11,1,10,2
20.593684,78.96288,73,1,4,2
9.145,40.4897,1,0,0,2
46.8852,-56.3159,0,0,0,2
22.3,114.2,1025,4,602,2
17.9,-62.8333,6,0,6,2
35.7518,104.2861,139,2,137,2
-42.8821,147.3272,228,13,215,2
58.5953,25.0136,2016,69,1904,2
41.6086,21.7453,8332,389,4468,2
15.7835,-90.2308,1518,29,129,2
17.357822,-62.782998,15,0,15,2
53.7267,-127.6476,2558,164,0,2
9.145,40.4897,0,0,0,2
39.549,116.1306,327,6,0,2
11.55,104.9167,1,0,0,2
33.223191,43.679291,8168,256,4095,2
26.820553000000004,30.802498,1794,135,384,2
25.3548,51.1839,37097,16,6600,2
-18.665695,35.529562,81,0,0,2
-17.6797,149.4068,60,0,60,2
53.1424,-7.6921,24639,1608,21060,2
21.9162,95.956,0,0,0,2
52.9399,-73.5491,37732,2929,0,2
23.8298,108.7881,254,2,252,2
-33.8688,151.2093,3174,49,2784,2
21.0079,-10.9408,0,0,0,2
39.3054,117.323,180,3,140,2
21.521757,-77.78116700000002,2092,83,1827,2
42.7339,25.4858,975,45,170,2
46.2276,2.2137,154188,20240,36782,1
-31.9505,115.8605,481,6,162,2
23.885942,45.079162,101914,712,72817,2
11.8251,42.5903,1023,2,411,2
61.92411,25.748151,277,0,10,2
35.9375,14.3754,627,9,596,2
39.0742,21.8243,2952,180,1374,2
52.9399,-106.4509,663,13,0,2
11.8251,42.5903,0,0,0,2
16.265,-61.551,0,0,0,2
40.463667,-3.74922,2,0,2,2
-20.348404,57.552152,0,0,0,2
71.7069,-42.6043,13,0,13,2
-11.2027,17.8739,0,0,0,2
37.2692,106.1655,1,0,0,2
42.5063,1.5218,0,0,0,2
23.685,90.3563,216110,2801,119208,1
15.7835,-90.2308,29742,1244,4321,2
-51.7963,-59.5236,0,0,0,2
39.3054,117.323,176,3,135,2
18.4207,-64.64,0,0,0,2
4.5709,-74.2973,7668,340,1722,2
-6.314993,143.95555,11,0,8,2
52.1326,5.2913,48640,6057,0,2
23.6345,-102.5528,27634,2704,17781,2
24.974,101.487,174,2,156,2
35.7518,104.2861,91,2,80,2
1.2833,103.8333,48744,27,44795,2
23.685,90.3563,0,0,0,2
18.9712,-72.2852,5429,92,512,2
39.3999,-8.2245,34351,1474,20807,2
18.0425,-63.0548,0,0,0,2
-18.766947,46.869107,4578,34,2287,2
17.9,-62.8333,6,0,6,2
12.1696,-68.99,29,1,24,2
-21.1151,55.5364,563,3,472,2
39.549,116.1306,319,6,0,2
-13.133897,27.849332,137,3,78,2
35.7452,95.9956,1,0,0,2
26.820553000000004,30.802498,83001,3935,24975,2
1.373333,32.290275,0,0,0,2
61.92411,25.748151,7087,325,6200,2
43.7333,7.4167,1,0,0,2
-0.7893,113.9213,0,0,0,2
12.8628,30.2176,6242,372,2059,2
-13.133897,27.849332,0,0,0,2
-18.766947,46.869107,0,0,0,2
-17.7134,178.065,0,0,0,2
-26.5225,31.4659,15,0,7,2
47.14,9.55,0,0,0,2
25.025885,-78.035889,73,11,15,2
-0.228,15.8277,487,16,147,2
49.3723,-2.3644,564,46,512,2
-11.6455,43.3333,0,0,0,2
-14.235,-51.9253,0,0,0,2
41.6086,21.7453,6625,321,2748,2
11.55,104.9167,122,0,120,2
48.3794,31.1656,32536,911,14771,2
47.4116,28.3699,1174,27,40,2
43.9424,12.4578,0,0,0,2
41.87194,12.56738,240578,34767,190248,1
-19.015438,29.154857,2704,36,542,2
19.85627,102.495496,0,0,0,2
11.55,104.9167,120,0,75,2
-20.348404,57.552152,0,0,0,2
32.427908,53.68804599999999,13938,724,4590,2
-26.5225,31.4659,0,0,0,2
-16.2902,-63.5887,0,0,0,2
-29.61,28.2336,0,0,0,2
48.669,19.699,1664,28,1461,2
12.1696,-68.99,8,1,2,2
8.6195,0.8248,1,0,0,2
48.0196,66.9237,17732,120,10897,2
-22.3285,24.6849,24,1,12,2
10.6918,-61.2225,137,8,124,2
36.204824,138.252924,16751,898,14342,2
-29.61,28.2336,0,0,0,2
-1.9403,29.8739,143,0,65,2
38.9637,35.2433,0,0,0,2
39.3054,117.323,81,1,2,2
-22.9576,18.4904,0,0,0,2
42.3154,43.3569,738,12,573,2
19.1959,109.7453,168,6,162,2
49.8153,6.1296,3444,69,552,2
49.8175,15.473,8586,297,5641,2
6.4280550000000005,-9.429499,0,0,0,2
41.20438,74.766098,449,5,78,2
47.14,9.55,82,1,81,2
8.6195,0.8248,0,0,0,2
48.669,19.699,1429,25,762,2
35.7518,104.2861,139,2,132,2
46.2276,2.2137,132473,17148,30440,1
3.2028,73.2207,0,0,0,2
3.2028,73.2207,13,0,0,2
15.1794,39.7823,39,0,13,2
3.848,11.5021,2689,125,1524,2
4.860416000000002,-58.93018000000001,4,1,0,2
53.7098,27.9534,14027,89,2386,2
6.877000000000002,31.307,6,0,0,2
53.7267,-127.6476,1,0,0,2
-26.5225,31.4659,203,2,73,2
31.8257,117.2264,990,6,984,2
56.8796,24.6032,778,11,133,2
43.7333,7.4167,106,4,95,2
64.9631,-19.0208,1795,10,1636,2
31.6927,88.0924,1,0,1,2
46.5107,-63.4168,0,0,0,2
39.3054,117.323,197,3,191,2
31.8257,117.2264,991,6,985,2
-30.5595,22.9375,101590,1991,53444,2
17.357822,-62.782998,15,0,15,2
-4.0383,21.7587,0,0,0,2
48.669,19.699,769,2,107,2
-31.9505,115.8605,544,7,340,2
9.9456,-9.6966,0,0,0,2
15.7835,-90.2308,26658,1092,3797,2
-51.7963,-59.5236,13,0,13,2
28.0339,1.6596,847,58,61,2
3.2028,73.2207,0,0,0,2
41.377491,64.585262,23,0,0,2
40.463667,-3.74922,235772,28752,150376,1
37.8957,114.9042,32,0,0,2
31.6927,88.0924,1,0,1,2
53.7098,27.9534,0,0,0,2
51.165691,10.451526,188604,8851,173599,1
55.3781,-3.4360000000000004,297146,45554,0,1
42.5063,1.5218,0,0,0,2
39.549,116.1306,328,6,0,2
42.708678000000006,19.37439,0,0,0,2
56.8796,24.6032,1154,30,1019,2
49.3723,-2.3644,436,9,48,2
26.0789,117.9874,350,1,305,2
28.1667,84.25,5,0,1,2
46.8625,103.8467,0,0,0,2
-1.8312,-78.1834,0,0,0,2
12.9843,-61.2872,17,0,12,2
43.6661,126.1923,155,2,153,2
33.886917,9.537499,1348,50,1095,2
17.607789,8.081666,342,11,28,2
24.974,101.487,176,2,172,2
19.1959,109.7453,168,6,162,2
16.742498,-62.187366,11,1,10,2
18.7357,-70.1627,8480,354,1905,2
31.24,36.51,1173,10,986,2
39.0742,21.8243,3088,183,1374,2
28.0339,1.6596,18242,996,13124,2
1.6508,10.2679,0,0,0,2
20.593684,78.96288,767296,21129,476378,4
16.5388,-23.0418,5,1,0,2
15.870032,100.992541,35,0,15,2
60.472,8.4689,8196,232,32,2
24.2155,-12.8858,9,1,8,2
29.31166,47.481766,0,0,0,2
16.5388,-23.0418,0,0,0,2
14.4974,-14.4524,8481,156,5735,2
26.820553000000004,30.802498,656,41,150,2
5.152149,46.199616,1594,61,204,2
7.54,-5.5471,12052,81,6080,2
55.3781,-3.4360000000000004,259046,39447,0,1
7.873054,80.77179699999998,1,0,0,2
23.685,90.3563,20,1,3,2
3.9339,-53.1258,61,0,22,2
36.1408,-5.3536,147,0,145,2
37.5777,112.2922,133,0,112,2
19.3133,-81.2546,164,1,93,2
41.2956,122.6085,154,2,147,2
19.85627,102.495496,0,0,0,2
42.5063,1.5218,854,52,789,2
-19.015438,29.154857,34,4,5,2
18.0708,-63.0501,11,0,0,2
23.885942,45.079162,0,0,0,2
33.223191,43.679291,41193,1559,18859,2
51.9194,19.1451,31620,1346,16181,2
15.552727,48.516388,1,0,0,2
3.9339,-53.1258,5054,20,1984,2
8.460555000000001,-11.779889,1025,50,621,2
15.552727,48.516388,249,49,10,2
36.3427,118.1498,761,7,746,2
3.9339,-53.1258,6745,38,4714,2
25.025885,-78.035889,0,0,0,2
16.742498,-62.187366,12,1,10,2
12.2383,-1.5616,0,0,0,2
48.669,19.699,0,0,0,2
39.549,116.1306,327,6,0,2
21.0079,-10.9408,0,0,0,2
9.9456,-9.6966,3067,18,1575,2
51.2538,-85.3232,20388,1607,0,2
17.570692,-3.996166000000001,1351,78,769,2
41.1129,85.2401,76,3,72,2
3.2028,73.2207,17,0,13,2
23.885942,45.079162,0,0,0,2
23.3417,113.4244,1456,8,1337,2
13.1939,-59.5432,106,7,91,2
12.865416,-85.207229,1118,46,370,2
-4.6796,55.492,11,0,11,2
42.708678000000006,19.37439,0,0,0,2
3.9339,-53.1258,3774,15,1352,2
4.860416000000002,-58.93018000000001,156,12,86,2
42.5063,1.5218,855,52,802,2
22.3,114.2,96,2,36,2
-20.904305,165.618042,0,0,0,2
-1.9403,29.8739,0,0,0,2
56.2639,9.5018,5635,237,1736,2
-17.6797,149.4068,60,0,60,2
-34.9285,138.6007,440,4,436,2
37.5777,112.2922,198,0,197,2
-14.235,-51.9253,43079,2741,22991,2
30.0572,107.874,583,6,576,2
47.14,9.55,28,0,1,2
37.5777,112.2922,27,0,0,2
29.31166,47.481766,17568,124,4885,2
34.802075,38.99681500000001,124,6,0,2
15.415,-61.371,18,0,18,2
35.90775700000001,127.766922,13672,293,12460,2
45.9432,24.9668,32948,1901,21692,2
43.7333,7.4167,1,0,0,2
-3.3731,29.9189,2,0,0,2
32.3078,-64.7505,146,9,137,2
15.1794,39.7823,39,0,39,2
-18.665695,35.529562,0,0,0,2
43.6661,126.1923,98,1,92,2
4.5353,114.7277,1,0,0,2
25.3548,51.1839,92784,109,76072,2
-16.2902,-63.5887,330,27,2,2
18.0425,-63.0548,77,15,60,2
12.9843,-61.2872,7,0,1,2
37.5777,112.2922,135,0,133,2
35.7518,104.2861,167,2,165,2
19.3133,-81.2546,121,1,55,2
53.7609,-98.8139,286,7,0,2
35.7452,95.9956,18,0,18,2
4.5353,114.7277,141,2,138,2
21.9162,95.956,293,6,208,2
23.424076,53.847818,25063,227,10791,2
1.2833,103.8333,41615,26,33459,2
14.4974,-14.4524,6793,112,4431,2
-12.4634,130.8456,1,0,0,2
-6.369028,34.888822,20,1,1,2
22.3,114.2,1047,4,991,2
21.9162,95.956,63,4,2,2
32.427908,53.68804599999999,207525,9742,166427,1
12.8628,30.2176,0,0,0,2
-1.8312,-78.1834,3747,191,100,2
-0.8037,11.6094,1,0,0,2
22.3,114.2,68,2,5,2
29.1832,120.0934,1251,1,1225,2
26.0275,50.55,19013,46,13267,2
8.460555000000001,-11.779889,735,42,293,2
8.6195,0.8248,58,3,23,2
26.3351,17.228331,0,0,0,2
36.1408,-5.3536,0,0,0,2
33.93911,67.709953,0,0,0,2
52.9399,-106.4509,665,13,0,2
-42.8821,147.3272,212,11,123,2
28.0339,1.6596,2718,384,1099,2
21.9162,95.956,304,6,223,2
51.9194,19.1451,21631,1007,9276,2
34.802075,38.99681500000001,338,10,0,2
15.2,-86.2419,0,0,0,2
-19.015438,29.154857,0,0,0,2
53.1424,-7.6921,24929,1651,22089,2
32.427908,53.68804599999999,240438,11571,201330,1
3.9193,-56.0278,0,0,0,2
1.373333,32.290275,0,0,0,2
42.5063,1.5218,713,36,235,2
43.7333,7.4167,31,0,1,2
47.4116,28.3699,7896,288,4278,2
28.0339,1.6596,13571,905,9674,2
4.860416000000002,-58.93018000000001,152,12,67,2
18.1096,-77.2975,0,0,0,2
41.2956,122.6085,146,2,143,2
43.6661,126.1923,112,1,103,2
31.9522,35.2332,0,0,0,2
-16.2902,-63.5887,107,6,0,2
-17.7134,178.065,0,0,0,2
31.24,36.51,0,0,0,2
34.802075,38.99681500000001,39,3,0,2
9.3077,2.3158,572,9,237,2
-0.228,15.8277,60,5,5,2
12.9843,-61.2872,27,0,25,2
29.1832,120.0934,1268,1,1256,2
9.3077,2.3158,1378,26,557,2
46.8852,-56.3159,1,0,1,2
37.8957,114.9042,1276,22,0,2
-20.348404,57.552152,340,10,326,2
41.9029,12.4534,10,0,2,2
47.5162,14.5501,0,0,0,2
23.424076,53.847818,5,0,0,2
42.7339,25.4858,2175,105,573,2
52.9399,-73.5491,10912,216,0,2
3.848,11.5021,2,0,0,2
31.046051,34.851612,17012,284,14811,2
-26.5225,31.4659,0,0,0,2
-27.4698,153.0251,1076,6,1063,2
-13.133897,27.849332,2810,109,1450,2
61.92411,25.748151,1,0,0,2
-23.4425,-58.4438,786,11,202,2
47.862,127.7615,947,13,934,2
-35.4735,149.0124,107,3,103,2
6.4238,-66.5897,0,0,0,2
26.0789,117.9874,331,1,295,2
6.4280550000000005,-9.429499,240,23,131,2
17.0608,-61.7964,25,3,19,2
44.682,-63.7443,0,0,0,2
-0.8037,11.6094,1,0,0,2
56.8796,24.6032,1219,31,1045,2
31.046051,34.851612,16529,260,12083,2
12.879721,121.774017,4932,315,242,2
23.6345,-102.5528,304435,35491,240101,1
26.3351,17.228331,69,3,35,2
9.3077,2.3158,35,1,18,2
-26.5225,31.4659,285,2,189,2
-3.3731,29.9189,328,1,207,2
3.9193,-56.0278,1381,23,853,2
15.4542,18.7322,40,0,8,2
39.0742,21.8243,3227,188,1374,2
-20.904305,165.618042,0,0,0,2
1.2833,103.8333,509,2,144,2
35.9375,14.3754,0,0,0,2
29.1832,120.0934,1205,1,1016,2
17.1899,-88.4976,20,2,16,2
44.682,-63.7443,1064,63,0,2
18.0708,-63.0501,43,3,37,2
-18.766947,46.869107,102,0,11,2
46.1512,14.9955,1946,112,1568,2
23.8298,108.7881,252,2,248,2
5.152149,46.199616,601,28,31,2
49.8175,15.473,9364,323,6686,2
53.9333,-116.5765,19,0,0,2
-20.904305,165.618042,18,0,18,2
1.373333,32.290275,101,0,55,2
0.1864,6.6131,0,0,0,2
40.0691,45.0382,0,0,0,2
13.1939,-59.5432,97,7,85,2
-9.19,-75.0152,0,0,0,2
-33.8688,151.2093,4,0,2,2
-22.3285,24.6849,0,0,0,2
18.9712,-72.2852,4441,76,24,2
-13.2543,34.3015,336,4,42,2
43.9159,17.6791,89,0,2,2
-35.6751,-71.543,4355,27,528,2
9.7489,-83.7534,1022,10,653,2
35.7518,104.2861,83,2,17,2
31.24,36.51,765,9,566,2
44.0935,113.9448,199,1,145,2
31.202,121.4491,371,3,326,2
43.9159,17.6791,624,21,30,2
12.879721,121.774017,3,1,0,2
23.6345,-102.5528,331298,38310,264202,1
-17.6797,149.4068,0,0,0,2
23.3417,113.4244,32,0,2,2
15.552727,48.516388,922,254,328,2
46.8852,-56.3159,1,0,1,2
13.7942,-88.8965,11207,309,6422,2
-22.9576,18.4904,16,0,11,2
-13.133897,27.849332,1895,42,1412,2
31.7917,-7.0926,5,1,0,2
29.1832,120.0934,1269,1,1267,2
46.8182,8.2275,652,4,4,2
-8.874217,125.727539,24,0,0,2
1.2833,103.8333,45298,26,41323,2
16.742498,-62.187366,12,1,10,2
22.3,114.2,356,4,100,2
7.9465,-1.0232,0,0,0,2
-35.6751,-71.543,321205,7186,292085,1
-18.766947,46.869107,128,0,75,2
46.2276,2.2137,5,0,0,2
46.8852,-56.3159,0,0,0,2
6.4238,-66.5897,0,0,0,2
21.69400000000001,-71.7979,4,0,0,2
16.5388,-23.0418,380,3,155,2
32.3078,-64.7505,141,9,127,2
22.1667,113.55,45,0,45,2
29.1832,120.0934,27,0,0,2
26.820553000000004,30.802498,196,6,32,2
10.6918,-61.2225,116,8,104,2
12.879721,121.774017,38805,1274,10673,2
6.877000000000002,31.307,45,0,0,2
22.3,114.2,1000,4,336,2
18.0708,-63.0501,41,3,33,2
21.512583,55.92325500000001,32394,140,17279,2
15.7835,-90.2308,2743,51,222,2
7.54,-5.5471,2109,27,1004,2
21.9162,95.956,201,6,120,2
30.3753,69.3451,6,0,1,2
46.8852,-56.3159,4,0,1,2
12.1696,-68.99,14,1,8,2
1.373333,32.290275,227,0,63,2
37.8957,114.9042,1276,22,0,2
-13.133897,27.849332,654,7,124,2
53.1355,-57.6604,247,3,0,2
8.6195,0.8248,263,11,96,2
50.8333,4.469936,1,0,0,2
9.082,8.6753,29789,669,12108,2
-0.228,15.8277,2633,49,626,2
-8.874217,125.727539,24,0,0,2
18.2206,-63.0686,3,0,3,2
46.8182,8.2275,30597,1886,27600,2
