Lat,Long,Confirmed,Deaths,Recovered,cluster,prob
15.415,-61.371,12,0,0,3,0.9999158357588156
61.8926,-6.9118,0,0,0,3,0.9997331637524308
18.0708,-63.0501,0,0,0,3,0.9999141144993121
38.861,71.2761,0,0,0,3,0.999603771624096
45.1,15.2,0,0,0,3,0.999713680697504
17.1899,-88.4976,18,2,16,3,0.9999415482850327
31.24,36.51,0,0,0,3,0.9997056848106286
41.1129,85.2401,24,0,0,3,0.999587118254029
15.7835,-90.2308,0,0,0,3,0.9999451981132056
43.9424,12.4578,698,42,656,0,0.9999945610198924
-51.7963,-59.5236,0,0,0,3,0.99995842595261
41.377491,64.585262,7177,20,4877,0,0.9896587379615505
42.5063,1.5218,0,0,0,3,0.9997560256977389
13.7942,-88.8965,5934,152,3557,0,0.9999689270669563
-13.133897,27.849332,76,3,37,3,0.9998510593459662
22.1667,113.55,45,0,45,3,0.9997099450706595
24.974,101.487,185,2,181,3,0.9992974926881222
45.9432,24.9668,32079,1871,21414,4,1.0
35.9375,14.3754,0,0,0,3,0.999741560083934
41.9029,12.4534,0,0,0,3,0.9997298918215743
48.669,19.699,1496,28,1231,0,0.9999943191011286
37.2692,106.1655,75,0,75,3,0.9996576749875759
42.5063,1.5218,1,0,0,3,0.9997566195697338
16.265,-61.551,174,14,157,3,0.9991870092208808
33.223191,43.679291,13,0,0,3,0.9996917362231802
22.1667,113.55,45,0,32,3,0.9997069608520626
35.9375,14.3754,522,6,443,0,0.8170554523261754
-11.2027,17.8739,86,4,18,3,0.9998476021644557
49.3723,-2.3644,498,28,285,3,0.5930598429666006
55.1694,23.8813,49,0,1,3,0.9996766526623404
53.7609,-98.8139,0,0,0,3,0.9999366507754455
46.1512,14.9955,1477,109,1358,0,0.9999864865362345
15.4542,18.7322,874,74,789,0,0.9999945485843715
7.9465,-1.0232,1042,9,99,0,0.9999957724609355
4.5353,114.7277,56,0,0,3,0.9997262907842966
7.54,-5.5471,1150,14,468,0,0.9999960524089111
-12.4634,130.8456,15,0,0,3,0.9997894672280441
23.8298,108.7881,254,2,252,3,0.9974437206398792
64.2823,-135.0,0,0,0,3,0.9999672542889737
-19.015438,29.154857,2434,34,518,0,0.9999990885328597
17.570692,-3.996166000000001,2467,121,1791,0,0.9999902853091197
47.1625,19.5033,0,0,0,3,0.999695872936373
42.3154,43.3569,0,0,0,3,0.999650206996554
46.2276,2.2137,16018,674,2200,4,1.0
35.1264,33.4299,991,19,824,0,0.9999954432299376
-29.61,28.2336,4,0,2,3,0.9998723797952486
13.7942,-88.8965,32,1,0,3,0.9999468403370463
17.570692,-3.996166000000001,931,55,543,0,0.9999955464260102
13.7942,-88.8965,0,0,0,3,0.999944941079577
-29.61,28.2336,0,0,0,3,0.9998712803289816
61.92411,25.748151,400,0,10,3,0.9832565973155567
47.14,9.55,0,0,0,3,0.9997231040342249
16.265,-61.551,0,0,0,3,0.9999136942198273
7.9465,-1.0232,0,0,0,3,0.9998356201031923
18.7357,-70.1627,3755,196,215,0,0.9999554912758127
31.6927,88.0924,1,0,0,3,0.9996129183100584
13.4432,-15.3101,26,1,20,3,0.9998550392563123
48.3794,31.1656,53941,1389,26513,4,1.0
18.4207,-64.64,8,1,7,3,0.9999161996770148
-19.015438,29.154857,203,4,29,3,0.9997474107491983
-0.8037,11.6094,24,1,1,3,0.9998400630917841
55.3781,-3.4360000000000004,3072,43,18,0,0.9999918389944733
52.9399,-73.5491,55593,5541,0,4,1.0
